"","nGrams","Freq"
"1537","creating",1096
"1538","Be",1095
"1539","fully",1095
"1540","seat",1095
"1541","sick",1095
"1542","worst",1095
"1543","holiday",1094
"1544","moments",1094
"1545","modern",1093
"1546","worry",1093
"1547","herself",1091
"1548","cash",1090
"1549","session",1090
"1550","tired",1089
"1551","window",1088
"1552","Bay",1087
"1553","mentioned",1085
"1554","arrested",1084
"1555","Congress",1084
"1556","King",1083
"1557","model",1083
"1558","dress",1082
"1559","downtown",1081
"1560","income",1081
"1561","skin",1081
"1562","avoid",1080
"1563","Christie",1080
"1564","kill",1080
"1565","towards",1079
"1566","opinion",1077
"1567","fat",1076
"1568","Association",1075
"1569","claim",1075
"1570","construction",1075
"1571","limited",1074
"1572","anyway",1073
"1573","wide",1073
"1574","closer",1072
"1575","Democrats",1072
"1576","super",1072
"1577","October",1071
"1578","prison",1070
"1579","salt",1070
"1580","fish",1069
"1581","planned",1069
"1582","August",1067
"1583","losing",1067
"1584","becoming",1066
"1585","dropped",1066
"1586","O",1065
"1587","surprise",1064
"1588","camera",1063
"1589","described",1063
"1590","features",1063
"1591","Before",1061
"1592","loves",1061
"1593","standing",1061
"1594","treatment",1061
"1595","bus",1060
"1596","During",1060
"1597","wedding",1060
"1598","becomes",1059
"1599","majority",1058
"1600","published",1058
"1601","significant",1058
"1602","train",1058
"1603","agreement",1057
"1604","shots",1057
"1605","trouble",1057
"1606","knowledge",1056
"1607","shit",1055
"1608","station",1055
"1609","rich",1054
"1610","press",1053
"1611","Best",1052
"1612","paying",1052
"1613","surprised",1050
"1614","smile",1049
"1615","unique",1049
"1616","yeah",1049
"1617","ourselves",1047
"1618","levels",1046
"1619","prepared",1046
"1620","respect",1046
"1621","helps",1045
"1622","About",1044
"1623","couldn",1044
"1624","scheduled",1042
"1625","filed",1041
"1626","Green",1041
"1627","hell",1041
"1628","Peter",1039
"1629","advice",1038
"1630","Chinese",1038
"1631","pair",1038
"1632","speed",1038
"1633","September",1037
"1634","cooking",1036
"1635","competition",1035
"1636","content",1035
"1637","covered",1035
"1638","international",1035
"1639","folks",1033
"1640","Jim",1033
"1641","specific",1033
"1642","broke",1032
"1643","carry",1031
"1644","options",1028
"1645","placed",1028
"1646","movement",1027
"1647","Steve",1027
"1648","anymore",1026
"1649","NFL",1025
"1650","sides",1025
"1651","pull",1024
"1652","flowers",1023
"1653","pages",1022
"1654","W",1022
"1655","yards",1022
"1656","funding",1021
"1657","professional",1021
"1658","Inc",1020
"1659","fashion",1018
"1660","managed",1018
"1661","variety",1017
"1662","Charles",1016
"1663","compared",1016
"1664","discovered",1016
"1665","Martin",1016
"1666","continues",1015
"1667","radio",1015
"1668","Yet",1015
"1669","appear",1014
"1670","setting",1013
"1671","classes",1012
"1672","trees",1012
"1673","larger",1011
"1674","shoes",1009
"1675","Public",1006
"1676","See",1006
"1677","push",1005
"1678","score",1005
"1679","tickets",1005
"1680","Man",1004
"1681","region",1004
"1682","path",1003
"1683","headed",1002
"1684","host",1002
"1685","Church",1000
"1686","council",999
"1687","directly",999
"1688","highly",999
"1689","appears",998
"1690","possibly",997
"1691","rose",997
"1692","Ryan",996
"1693","baseball",995
"1694","T",995
"1695","usual",995
"1696","War",995
"1697","Get",993
"1698","population",993
"1699","primary",992
"1700","section",991
"1701","source",991
"1702","concerned",990
"1703","menu",990
"1704","ends",989
"1705","cast",988
"1706","count",988
"1707","International",988
"1708","noted",988
"1709","paint",988
"1710","patients",988
"1711","peace",987
"1712","serving",987
"1713","balance",986
"1714","milk",986
"1715","strength",985
"1716","basketball",984
"1717","caused",983
"1718","posts",983
"1719","rule",983
"1720","battle",982
"1721","protect",982
"1722","brings",981
"1723","committee",981
"1724","cook",981
"1725","European",981
"1726","Game",981
"1727","Each",980
"1728","owners",980
"1729","television",980
"1730","option",979
"1731","plants",979
"1732","Q",979
"1733","gotten",978
"1734","governor",978
"1735","lucky",978
"1736","spread",978
"1737","apparently",975
"1738","claims",975
"1739","complex",975
"1740","Detroit",975
"1741","direction",974
"1742","luck",974
"1743","none",974
"1744","images",973
"1745","notes",973
"1746","text",970
"1747","General",969
"1748","doctor",968
"1749","offering",968
"1750","clothes",967
"1751","science",967
"1752","decisions",966
"1753","Gov",966
"1754","pop",965
"1755","smaller",965
"1756","degree",964
"1757","fill",964
"1758","powerful",964
"1759","Mary",963
"1760","theme",963
"1761","brand",962
"1762","buying",961
"1763","funds",961
"1764","related",961
"1765","screen",961
"1766","explain",960
"1767","notice",959
"1768","purpose",959
"1769","Next",958
"1770","thinks",957
"1771","nor",956
"1772","comfortable",955
"1773","joined",955
"1774","tiny",953
"1775","Which",953
"1776","Jack",952
"1777","seeking",952
"1778","activities",951
"1779","parking",951
"1780","famous",950
"1781","fruit",950
"1782","injury",950
"1783","soul",950
"1784","aware",948
"1785","improve",948
"1786","laws",948
"1787","noticed",948
"1788","rise",948
"1789","administration",947
"1790","unless",947
"1791","dogs",946
"1792","draw",946
"1793","meaning",946
"1794","brown",945
"1795","fellow",945
"1796","measure",944
"1797","steps",944
"1798","hopes",943
"1799","accept",942
"1800","bright",942
"1801","revenue",942
"1802","spoke",942
"1803","Democratic",940
"1804","murder",940
"1805","Times",940
"1806","activity",939
"1807","likes",939
"1808","actual",938
"1809","proposed",938
"1810","authorities",937
"1811","background",937
"1812","somewhere",934
"1813","begins",933
"1814","chose",933
"1815","Europe",933
"1816","knowing",933
"1817","memory",933
"1818","journey",931
"1819","management",931
"1820","bottle",930
"1821","feature",930
"1822","shared",930
"1823","Though",930
"1824","Missouri",929
"1825","colors",928
"1826","artist",927
"1827","selling",927
"1828","Office",926
"1829","understanding",926
"1830","parties",925
"1831","shall",925
"1832","meat",924
"1833","require",924
"1834","speech",923
"1835","stood",923
"1836","century",922
"1837","inspired",922
"1838","listening",922
"1839","vehicle",922
"1840","investment",921
"1841","purchase",921
"1842","artists",920
"1843","Club",920
"1844","guard",920
"1845","Baltimore",919
"1846","damage",919
"1847","guilty",919
"1848","location",918
"1849","signs",918
"1850","generally",917
"1851","happening",915
"1852","Little",915
"1853","aside",914
"1854","OK",914
"1855","produce",914
"1856","violence",914
"1857","extremely",912
"1858","Hill",912
"1859","birth",910
"1860","Google",910
"1861","teaching",910
"1862","gold",908
"1863","pool",908
"1864","foot",907
"1865","earth",906
"1866","exciting",906
"1867","Come",905
"1868","quiet",905
"1869","apartment",904
"1870","breakfast",904
"1871","enter",904
"1872","Health",904
"1873","soft",904
"1874","stick",904
"1875","uses",904
"1876","streets",903
"1877","tea",903
"1878","meal",902
"1879","expensive",901
"1880","remaining",901
"1881","shape",901
"1882","turning",901
"1883","YOU",901
"1884","Art",900
"1885","progress",900
"1886","resources",900
"1887","secret",900
"1888","snow",900
"1889","concerns",899
"1890","increased",897
"1891","fighting",896
"1892","films",896
"1893","ingredients",896
"1894","League",896
"1895","multiple",896
"1896","Party",896
"1897","Board",894
"1898","Bob",894
"1899","environment",894
"1900","south",894
"1901","decades",893
"1902","flight",891
"1903","female",890
"1904","handle",890
"1905","News",890
"1906","familiar",889
"1907","cities",888
"1908","younger",888
"1909","haha",887
"1910","material",887
"1911","bread",885
"1912","candidate",885
"1913","edge",885
"1914","mouth",885
"1915","Michigan",884
"1916","pan",883
"1917","criminal",882
"1918","presence",881
"1919","library",880
"1920","joy",879
"1921","advantage",878
"1922","Home",878
"1923","wind",877
"1924","excellent",876
"1925","Young",876
"1926","Central",875
"1927","demand",875
"1928","global",875
"1929","self",875
"1930","standard",875
"1931","exercise",874
"1932","forever",874
"1933","Richard",874
"1934","fund",873
"1935","Over",873
"1936","Jackson",872
"1937","basic",871
"1938","hundreds",871
"1939","speaking",871
"1940","twitter",871
"1941","seasons",868
"1942","square",868
"1943","delicious",867
"1944","Press",867
"1945","classic",866
"1946","discussion",866
"1947","talent",866
"1948","beauty",865
"1949","dreams",864
"1950","drinking",864
"1951","greatest",864
"1952","commercial",863
"1953","approved",862
"1954","Right",862
"1955","roll",862
"1956","keeps",861
"1957","stars",861
"1958","decade",859
"1959","stuck",858
"1960","animals",857
"1961","marketing",857
"1962","vs",857
"1963","dish",856
"1964","driver",856
"1965","proposal",856
"1966","separate",856
"1967","slowly",856
"1968","mark",855
"1969","surgery",855
"1970","challenges",854
"1971","status",854
"1972","tweet",854
"1973","apart",853
"1974","changing",853
"1975","Yeah",853
"1976","faces",852
"1977","honest",851
"1978","schedule",851
"1979","UK",851
"1980","actions",850
"1981","obvious",850
"1982","pink",850
"1983","seek",850
"1984","agent",849
"1985","Mayor",849
"1986","alive",848
"1987","provides",848
"1988","shown",848
"1989","Union",848
"1990","wouldn",848
"1991","Internet",847
"1992","partner",847
"1993","Perhaps",847
"1994","debate",846
"1995","Frank",846
"1996","leads",846
"1997","sharing",846
"1998","conditions",845
"1999","reduce",845
"2000","arms",843
"2001","Take",843
"2002","afraid",842
"2003","everybody",842
"2004","promise",842
"2005","appreciate",841
"2006","Make",841
"2007","Back",840
"2008","bringing",840
"2009","Tim",840
"2010","allows",839
"2011","obviously",839
"2012","greater",838
"2013","laugh",838
"2014","otherwise",838
"2015","Colorado",837
"2016","earned",835
"2017","focused",835
"2018","im",835
"2019","jump",835
"2020","Beach",834
"2021","camp",834
"2022","okay",834
"2023","spirit",833
"2024","attend",832
"2025","Despite",832
"2026","eggs",832
"2027","offense",831
"2028","drugs",828
"2029","grown",827
"2030","ordered",827
"2031","Service",826
"2032","Three",824
"2033","crisis",823
"2034","Everyone",823
"2035","William",823
"2036","yellow",823
"2037","banks",822
"2038","Illinois",822
"2039","suggested",822
"2040","committed",821
"2041","incident",821
"2042","beach",818
"2043","ass",816
"2044","Matt",816
"2045","haven",815
"2046","sites",815
"2047","taught",815
"2048","admit",814
"2049","basis",814
"2050","desire",814
"2051","indeed",814
"2052","sea",813
"2053","union",811
"2054","adults",810
"2055","choices",810
"2056","England",810
"2057","honor",810
"2058","oven",810
"2059","pounds",810
"2060","suit",810
"2061","weird",810
"2062","Any",809
"2063","craft",809
"2064","Kansas",809
"2065","restaurants",809
"2066","Co",808
"2067","episode",808
"2068","killing",808
"2069","Brian",807
"2070","copy",807
"2071","declined",806
"2072","gay",806
"2073","gun",806
"2074","ten",806
"2075","Lee",805
"2076","Santa",805
"2077","solid",805
"2078","struck",805
"2079","baking",804
"2080","concern",804
"2081","legislation",804
"2082","ticket",804
"2083","freedom",803
"2084","Mexico",803
"2085","NOT",803
"2086","task",803
"2087","tied",803
"2088","critical",802
"2089","Denver",802
"2090","machine",802
"2091","north",802
"2092","request",802
"2093","sexual",802
"2094","politics",801
"2095","somehow",801
"2096","arm",800
"2097","concert",800
"2098","confidence",800
"2099","tend",800
"2100","bunch",799
"2101","religious",798
"2102","Year",798
"2103","discuss",797
"2104","teach",797
"2105","memories",796
"2106","direct",795
"2107","egg",795
"2108","org",795
"2109","responsible",795
"2110","sets",795
"2111","developed",794
"2112","wild",794
"2113","completed",793
"2114","defensive",792
"2115","strange",790
"2116","believed",789
"2117","Boston",789
"2118","determined",789
"2119","passing",789
"2120","feelings",788
"2121","literally",788
"2122","figures",787
"2123","plate",787
"2124","Rock",786
"2125","buildings",785
"2126","accused",784
"2127","disease",784
"2128","treat",784
"2129","considering",782
"2130","Phoenix",782
"2131","foreign",781
"2132","degrees",780
"2133","develop",779
"2134","mixture",779
"2135","emergency",778
"2136","emotional",778
"2137","injuries",778
"2138","AND",777
"2139","bills",777
"2140","housing",777
"2141","Free",775
"2142","impossible",775
"2143","falling",774
"2144","kick",774
"2145","empty",773
"2146","gain",772
"2147","Kevin",772
"2148","Davis",771
"2149","millions",771
"2150","walls",771
"2151","worried",771
"2152","Africa",770
"2153","hang",770
"2154","anywhere",769
"2155","heads",769
"2156","Bank",768
"2157","Blue",768
"2158","celebrate",768
"2159","effective",767
"2160","inspiration",767
"2161","university",766
"2162","lady",765
"2163","adult",764
"2164","candidates",764
"2165","Place",764
"2166","prevent",764
"2167","rare",764
"2168","victims",764
"2169","net",763
"2170","condition",762
"2171","network",762
"2172","assistant",761
"2173","Jan",761
"2174","Israel",759
"2175","Super",759
"2176","beers",758
"2177","Finally",758
"2178","produced",758
"2179","failure",756
"2180","individuals",756
"2181","leadership",756
"2182","Apple",755
"2183","illegal",755
"2184","legs",755
"2185","Old",755
"2186","pattern",755
"2187","requires",755
"2188","plot",754
"2189","Sen",754
"2190","allowing",753
"2191","fantastic",753
"2192","highest",752
"2193","connection",751
"2194","fairly",751
"2195","Rep",751
"2196","standards",751
"2197","flavor",750
"2198","fly",750
"2199","shut",750
"2200","Earth",749
"2201","smart",749
"2202","Western",748
"2203","influence",747
"2204","Miller",747
"2205","wake",747
"2206","hitting",746
"2207","nearby",746
"2208","entirely",745
"2209","behavior",744
"2210","independent",744
"2211","medium",743
"2212","g",742
"2213","ok",742
"2214","France",741
"2215","Group",740
"2216","mission",740
"2217","stands",740
"2218","campus",739
"2219","dangerous",739
"2220","civil",738
"2221","stayed",738
"2222","capital",737
"2223","F",737
"2224","Newark",737
"2225","previously",737
"2226","concept",736
"2227","Community",735
"2228","Feb",735
"2229","lately",735
"2230","equipment",734
"2231","markets",734
"2232","plastic",734
"2233","presented",734
"2234","Act",733
"2235","dozen",733
"2236","issued",733
"2237","central",732
"2238","followers",732
"2239","massive",732
"2240","rooms",732
"2241","ending",731
"2242","prove",731
"2243","abuse",730
"2244","cross",730
"2245","opportunities",730
"2246","active",727
"2247","alcohol",727
"2248","removed",727
"2249","CEO",726
"2250","cutting",726
"2251","ensure",726
"2252","lawyer",726
"2253","lights",726
"2254","negative",726
"2255","perfectly",726
